,Restaurant Name,Restaurant Latitude,Restaurant Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Mios Pizzeria,39.144883,-84.43268499999999,Green Papaya,39.14451802830735,-84.43377418902217,Thai Restaurant
1,Mios Pizzeria,39.144883,-84.43268499999999,FUSIAN,39.1457373,-84.4290532,Sushi Restaurant
2,Mios Pizzeria,39.144883,-84.43268499999999,Massage Envy - Hyde Park,39.14545869533471,-84.42897946289014,Spa
3,Mios Pizzeria,39.144883,-84.43268499999999,The Establishment,39.14447434149724,-84.435464794397,Pub
4,Mios Pizzeria,39.144883,-84.43268499999999,Great Clips,39.14513378912449,-84.42904747556895,Salon / Barbershop
5,Mios Pizzeria,39.144883,-84.43268499999999,Mio's Pizzeria,39.144927,-84.432631,Pizza Place
6,Mios Pizzeria,39.144883,-84.43268499999999,Piada Italian Street Food,39.14570107807587,-84.42932868218129,Italian Restaurant
7,Mios Pizzeria,39.144883,-84.43268499999999,Jersey Mike's Subs,39.145447,-84.429137,Sandwich Place
8,Mios Pizzeria,39.144883,-84.43268499999999,Starbucks,39.144689,-84.429488,Coffee Shop
9,Mios Pizzeria,39.144883,-84.43268499999999,BLUE elephant,39.144486126682274,-84.43492832628802,Thai Restaurant
10,Mios Pizzeria,39.144883,-84.43268499999999,Walgreens,39.1462053,-84.4278748,Pharmacy
11,Mios Pizzeria,39.144883,-84.43268499999999,R.P. McMurphy's,39.14448448479467,-84.43510219958608,Pub
12,Mios Pizzeria,39.144883,-84.43268499999999,Taco Casa,39.14490885346359,-84.43246401178641,Mexican Restaurant
13,Mios Pizzeria,39.144883,-84.43268499999999,Hyde Park Plaza,39.14590746994534,-84.42882412138822,Shopping Plaza
14,Mios Pizzeria,39.144883,-84.43268499999999,Starbucks,39.145461,-84.428227,Coffee Shop
15,Mios Pizzeria,39.144883,-84.43268499999999,Kroger,39.1446631,-84.4299621,Supermarket
16,Mios Pizzeria,39.144883,-84.43268499999999,Staples,39.14601687287334,-84.42840278148651,Paper / Office Supplies Store
17,Mios Pizzeria,39.144883,-84.43268499999999,El Toro Mexican Restaurant,39.14639898447934,-84.42784402637731,Mexican Restaurant
18,Mios Pizzeria,39.144883,-84.43268499999999,Panera Bread,39.146121,-84.42876,Bakery
19,Mios Pizzeria,39.144883,-84.43268499999999,Servatii Pastry Shop & Deli,39.14632306631373,-84.4274777411639,Bakery
20,Mios Pizzeria,39.144883,-84.43268499999999,Chipotle Mexican Grill,39.14531817928033,-84.4318670772982,Mexican Restaurant
21,Mios Pizzeria,39.144883,-84.43268499999999,PNC Bank,39.1452673,-84.4308963,Bank
22,Mios Pizzeria,39.144883,-84.43268499999999,Bruegger's Bagels,39.14609375562471,-84.42725168220903,Bagel Shop
23,Mios Pizzeria,39.144883,-84.43268499999999,Kroger Fuel Center,39.14470627079061,-84.43188907766421,Gas Station
24,Mios Pizzeria,39.144883,-84.43268499999999,McDonald's,39.147280024497334,-84.42837180764468,Fast Food Restaurant
25,Mios Pizzeria,39.144883,-84.43268499999999,Verizon Authorized Retailer – Victra,39.14457322745049,-84.433309212327,Mobile Phone Shop
26,Mios Pizzeria,39.144883,-84.43268499999999,Singha,39.144529,-84.434924,Thai Restaurant
27,Mios Pizzeria,39.144883,-84.43268499999999,Kroger Pharmacy (HP),39.146018981933594,-84.42911529541016,Pharmacy
28,Mios Pizzeria,39.144883,-84.43268499999999,Fuji's House Japenese Restaurant,39.146018448218506,-84.42756149475554,Japanese Restaurant
29,Mios Pizzeria,39.144883,-84.43268499999999,Snooty Fox,39.145461,-84.428227,Clothing Store
30,Mios Pizzeria,39.144883,-84.43268499999999,Snowie,39.14683398333333,-84.428865,Ice Cream Shop
31,Mios Pizzeria,39.144883,-84.43268499999999,Fuji's House,39.14607144835917,-84.42740193315595,Japanese Restaurant
32,Mikes Pizza,40.022413,-75.218579,Venice Island Performing Arts & Recreation Center,40.022812,-75.220686,Theater
33,Mikes Pizza,40.022413,-75.218579,Hotbox Yoga,40.02347493400275,-75.21983828250447,Yoga Studio
34,Mikes Pizza,40.022413,-75.218579,Chloe's Corner,40.02345136202235,-75.22001996639284,Ice Cream Shop
35,Mikes Pizza,40.022413,-75.218579,Manayunk Brewery & Restaurant,40.022431919734025,-75.21884754716474,Brewery
36,Mikes Pizza,40.022413,-75.218579,The Goat's Beard,40.023772724303775,-75.22014264044715,Bar
37,Mikes Pizza,40.022413,-75.218579,Craft - Manayunk,40.02292525631941,-75.21919500493371,Bar
38,Mikes Pizza,40.022413,-75.218579,The Couch Tomato Bistro,40.02466297874437,-75.22134222904128,Tapas Restaurant
39,Mikes Pizza,40.022413,-75.218579,The Couch Tomato Café,40.024639357255,-75.22126179160362,Italian Restaurant
40,Mikes Pizza,40.022413,-75.218579,Pilgrim Roasters,40.02290310763151,-75.21929281088137,Coffee Shop
